2026/05/28 21:39:17 [recon] runtime_config detected_cores=12 free_ram_gb=3.26 computed_workers=36 max_workers=36 env_override_used=false gomaxprocs=12
2026/05/28 21:39:17 [recon] starting server on :8080
2026/05/28 23:42:32 [scan] streamed subdomain: docs.prod.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: presto-gold.stage.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: aueast101.teams.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: flex-insights-queues-stats-sink.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: video-insights.stage-us1.eak.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: it-final.us2.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: ausea11.teams.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: b6e1e6f658ec5b933737682bc2c524319b7308a4.console.dev.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: a483c977e357ee8100dc0386c715c08f764db28e.console.dev.twilio.com (alive=false)
2026/05/28 23:42:33 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:33 [scan] streamed subdomain: webhooks.singapore.us1.twilio.com (alive=false)
2026/05/28 23:42:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:34 [scan] streamed subdomain: a5b2319a2302852b8839b696266566b714282a56.console.dev.twilio.com (alive=false)
2026/05/28 23:42:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:34 [scan] streamed subdomain: twilsock.au1.twilio.com (alive=false)
2026/05/28 23:42:34 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:34 [scan] streamed subdomain: static1.twilio.com (alive=true)
2026/05/28 23:42:35 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:35 [scan] streamed subdomain: twilioselfservicecontractrequest.twilio.com (alive=true)
2026/05/28 23:42:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:36 [scan] streamed subdomain: chunderm-ie.twilio.com (alive=true)
2026/05/28 23:42:36 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:36 [scan] streamed subdomain: stage-us1.ad.corp.twilio.com (alive=false)
2026/05/28 23:42:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:37 [scan] streamed subdomain: latest.flex.twilio.com (alive=true)
2026/05/28 23:42:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:37 [scan] streamed subdomain: 49a6a491ff35945aac2fe1daedadd905f0fd9211.console.dev.twilio.com (alive=false)
2026/05/28 23:42:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:37 [scan] streamed subdomain: chunderw-vpc-gll-stage-au1.stage.twilio.com (alive=true)
2026/05/28 23:42:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:37 [scan] streamed subdomain: webhooks.umatilla.au1.twilio.com (alive=false)
2026/05/28 23:42:37 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:37 [scan] streamed subdomain: kafka-self-service.stage-au1.twilio.com (alive=false)
2026/05/28 23:42:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:38 [scan] streamed subdomain: metaflow.us1.twilio.com (alive=false)
2026/05/28 23:42:38 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:38 [scan] streamed subdomain: nagios-v2-test.dev-us2.twilio.com (alive=false)
2026/05/28 23:42:39 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:39 [scan] streamed subdomain: hephaestus.dev.twilio.com (alive=true)
2026/05/28 23:42:39 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:39 [scan] streamed subdomain: ecs.dev-us1.twilio.com (alive=true)
2026/05/28 23:42:40 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:40 [scan] streamed subdomain: security.frontline.stage.twilio.com (alive=true)
2026/05/28 23:42:41 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:41 [scan] streamed subdomain: boxconfig.de1.twilio.com (alive=false)
2026/05/28 23:42:41 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:41 [scan] streamed subdomain: aeuwa01.teams.twilio.com (alive=false)
2026/05/28 23:42:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:42 [scan] streamed subdomain: public-vip0.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:42 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:42 [scan] streamed subdomain: voice-js.umatilla.frontline.stage.twilio.com (alive=true)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: snm-emr-gateway.sni.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: prod-usw2-sg-shared-vpce.ad.corp.twilio.com (alive=false)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: outside.ad.corp.twilio.com (alive=false)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: public-sip1.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: api.opensearch.es-visibility.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:43 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:43 [scan] streamed subdomain: ud-entity-schema-api.stage-au1.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: eventgw.stage-us1.twilio.com (alive=true)
2026/05/28 23:42:44 [scan] streamed subdomain: odin.us1.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: api.opensearch.voiceinsights-internal.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: san-jose-ix.de1.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: odin-bdl-services.dev-us1.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: chat-epvzocci1rg3v-us1.edge.prod.twilio.com (alive=true)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: 2cfe488495cfd7ad326705fcf49393daa4282ab3.console.dev.twilio.com (alive=false)
2026/05/28 23:42:44 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:44 [scan] streamed subdomain: 086bd28c6de7d8af7994fed7448093fae5087dce.console.dev.twilio.com (alive=false)
2026/05/28 23:42:45 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:45 [scan] streamed subdomain: growth.us1.eak.twilio.com (alive=false)
2026/05/28 23:42:45 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:45 [scan] streamed subdomain: pstn.br1.twilio.com (alive=false)
2026/05/28 23:42:45 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:45 [scan] streamed subdomain: yzhu.twilio.com (alive=true)
2026/05/28 23:42:46 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:46 [scan] streamed subdomain: chat.ai-services.dev.twilio.com (alive=false)
2026/05/28 23:42:46 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:46 [scan] streamed subdomain: s-i-app-001.twilio.com (alive=true)
2026/05/28 23:42:46 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:46 [scan] streamed subdomain: serverless.spire.jp2.twilio.com (alive=false)
2026/05/28 23:42:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:47 [scan] streamed subdomain: public-sip0.sydney-ix.twilio.com (alive=false)
2026/05/28 23:42:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:47 [scan] streamed subdomain: risk-services-robocop.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:47 [scan] streamed subdomain: 2b0bfca6b9b30a5cbab2415c2e4032504bc16680.console.dev.twilio.com (alive=false)
2026/05/28 23:42:47 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:47 [scan] streamed subdomain: aws-classic.dev-us1.dev.kafka-v1.twilio.com (alive=true)
2026/05/28 23:42:48 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:48 [scan] streamed subdomain: webhooks.dublin.au1.twilio.com (alive=false)
2026/05/28 23:42:48 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:48 [scan] streamed subdomain: gateway2-eng.corp.twilio.com (alive=false)
2026/05/28 23:42:48 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:48 [scan] streamed subdomain: voice-js.san-jose-ix.dev.twilio.com (alive=false)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: pstn.ashburn.stage.twilio.com (alive=false)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: hephaestus.corp.twilio.com (alive=true)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: ahoy.dev.twilio.com (alive=true)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: whatsapp.us1.twilio.com (alive=false)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: xdr.stage-us1.twilio.com (alive=true)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: ashburn-ix.ie1.twilio.com (alive=false)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: f15be504ca7ad28b4e93152775ab3c88c679a392.console.dev.twilio.com (alive=false)
2026/05/28 23:42:49 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:49 [scan] streamed subdomain: 1e39c02554ed7ba76b0a051f0c7219c0ef79d2e6.console.dev.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: report-center-leader-3.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: aused10.teams.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: previews.oneadmin.internal.dev-us1.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: previews-one-console.ewh.stage.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: opensearch.voiceinsights-internal.stage-us1.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: oneadmin.us1.twilio.com (alive=false)
2026/05/28 23:42:50 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:50 [scan] streamed subdomain: devtools.stage-us1.eak.twilio.com (alive=false)
2026/05/28 23:42:51 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:51 [scan] streamed subdomain: softbank.dev.twilio.com (alive=true)
2026/05/28 23:42:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:52 [scan] streamed subdomain: api.frontline.stage.twilio.com (alive=true)
2026/05/28 23:42:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:52 [scan] streamed subdomain: e227b96f8bca49efe106ca044080127a28a3dfbd.console.dev.twilio.com (alive=false)
2026/05/28 23:42:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:52 [scan] streamed subdomain: public-sip0.ashburn.twilio.com (alive=false)
2026/05/28 23:42:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:52 [scan] streamed subdomain: f1072d06b3ca0900243569cbd972fd0ecd3e283d.console.dev.twilio.com (alive=false)
2026/05/28 23:42:52 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:52 [scan] streamed subdomain: 4d0aeda7316c1c3d2d593f5a01ad0f5bb9440b1c.console.dev.twilio.com (alive=false)
2026/05/28 23:42:54 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:54 [scan] streamed subdomain: aws-support-slack-bot.corp.twilio.com (alive=true)
2026/05/28 23:42:54 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:54 [scan] streamed subdomain: voice-js.ashburn.dev.twilio.com (alive=false)
2026/05/28 23:42:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:56 [scan] streamed subdomain: webhooks.dev.twilio.com (alive=true)
2026/05/28 23:42:56 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:56 [scan] streamed subdomain: auswa09.teams.twilio.com (alive=false)
2026/05/28 23:42:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:57 [scan] streamed subdomain: chunderw-vpc-gll-sg1-ix.twilio.com (alive=false)
2026/05/28 23:42:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:57 [scan] streamed subdomain: london-ix.us2.twilio.com (alive=false)
2026/05/28 23:42:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:57 [scan] streamed subdomain: a00c87e1f64f5edb5dabff765c48a1cb1ff20eb6.console.dev.twilio.com (alive=false)
2026/05/28 23:42:57 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:57 [scan] streamed subdomain: roaming.stage-in1.twilio.com (alive=false)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: iot-cdn.twilio.com (alive=true)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: umatilla.stage-us2.twilio.com (alive=false)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: sao-paulo.au1.twilio.com (alive=false)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: networktest.twilio.com (alive=true)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: pstn.au1-ix.twilio.com (alive=false)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: dublin.de1.twilio.com (alive=false)
2026/05/28 23:42:58 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:42:58 [scan] streamed subdomain: oxidized.dev.twilio.com (alive=false)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: one-console-internal.ashburn.stage-au1.twilio.com (alive=true)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: login.flex.us1.twilio.com (alive=true)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: previews-wise-owl-salesforce.ewh.dev.twilio.com (alive=false)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: kibana.ie1.twilio.com (alive=false)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: london-ix.ie1.twilio.com (alive=false)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: aauec01.teams.twilio.com (alive=false)
2026/05/28 23:43:00 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:00 [scan] streamed subdomain: corp-us2.twilio.com (alive=false)
2026/05/28 23:43:01 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:01 [scan] streamed subdomain: www.twilio.com (alive=true)
2026/05/28 23:43:01 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:01 [scan] streamed subdomain: singapore-ix.au1.twilio.com (alive=false)
2026/05/28 23:43:02 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:02 [scan] streamed subdomain: report-center-leader-3.us1.twilio.com (alive=false)
2026/05/28 23:43:02 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:02 [scan] streamed subdomain: berkshelf.dev.twilio.com (alive=false)
2026/05/28 23:43:02 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:02 [scan] streamed subdomain: singapore.us1.twilio.com (alive=false)
2026/05/28 23:43:03 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:03 [scan] streamed subdomain: tsock.ie1.twilio.com (alive=true)
2026/05/28 23:43:03 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:03 [scan] streamed subdomain: promptfoo.security.dev.twilio.com (alive=false)
2026/05/28 23:43:03 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:03 [scan] streamed subdomain: ct-configs-service.stage-us1.twilio.com (alive=false)
2026/05/28 23:43:04 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:04 [scan] streamed subdomain: aim-a.ie1.twilio.com (alive=true)
2026/05/28 23:43:04 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:04 [scan] streamed subdomain: www.dev.twilio.com (alive=true)
2026/05/28 23:43:04 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:04 [scan] streamed subdomain: sydney-ix.stage-au1.twilio.com (alive=false)
2026/05/28 23:43:04 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:04 [scan] streamed subdomain: api.opensearch-edge-logs.dev-us1.twilio.com (alive=false)
2026/05/28 23:43:04 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:04 [scan] streamed subdomain: 81a4b0f3baed42de4e0c00a0e8979516ef4c2b22.console.dev.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: public-sip1.umatilla.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: 2893b3f82a215e57dd63c210aa03a94c8081cc93.console.dev.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: 38715e4d0d8da1fef2bd7875c8b248f93e9ff8dc.console.dev.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: 9aea993b20588c98be1a34417766fff188e2c973.console.dev.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: 0b3bb270ed58550227b769e696a65268512b0200.console.dev.twilio.com (alive=false)
2026/05/28 23:43:07 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:07 [scan] streamed subdomain: serverless.canary-spire.dev-us1.twilio.com (alive=false)
2026/05/28 23:43:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:09 [scan] streamed subdomain: documentation.twilio.com (alive=true)
2026/05/28 23:43:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:09 [scan] streamed subdomain: gateway-company.corp.twilio.com (alive=true)
2026/05/28 23:43:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:09 [scan] streamed subdomain: partner-trunk0.umatilla.voice-edge.dev.twilio.com (alive=false)
2026/05/28 23:43:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:09 [scan] streamed subdomain: us1.twilio.com (alive=false)
2026/05/28 23:43:09 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:09 [scan] streamed subdomain: public-vip.test.stage-us1.twilio.com (alive=false)
2026/05/28 23:43:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:10 [scan] streamed subdomain: o11.smtpgw.twilio.com (alive=false)
2026/05/28 23:43:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:10 [scan] streamed subdomain: tokyo-ix.us2.twilio.com (alive=false)
2026/05/28 23:43:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:10 [scan] streamed subdomain: cac5f21a1b6df402899f2a2c088bbd9f0428334e.console.dev.twilio.com (alive=false)
2026/05/28 23:43:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:10 [scan] streamed subdomain: 499cecf582dce3ae702d382153eed6a184551815.console.dev.twilio.com (alive=false)
2026/05/28 23:43:10 [scan] POST http://localhost:8000/api/recon/scans/186/ingest/subdomains/ succeeded (200)
2026/05/28 23:43:10 [scan] streamed subdomain: 8957eee9ba7fe5f59a312ec5347654edd8e7914e.console.dev.twilio.com (alive=false)
